Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0002","0.0000"
"0.2000","0.0006","0.0000"
"0.3000","0.0015","0.0000"
"0.4000","0.0030","0.0001"
"0.5000","0.0053","0.0006"
"0.6000","0.0071","0.0011"
"0.7000","0.0102","0.0018"
"0.8000","0.0146","0.0028"
"0.9000","0.0190","0.0038"
"1.0000","0.0227","0.0049"
"1.1000","0.0259","0.0061"
"1.2000","0.0287","0.0070"
"1.3000","0.0318","0.0080"
"1.4000","0.0354","0.0092"
"1.5000","0.0392","0.0101"
"1.6000","0.0425","0.0106"
"1.7000","0.0454","0.0113"
"1.8000","0.0485","0.0119"
"1.9000","0.0521","0.0125"
"2.0000","0.0558","0.0131"
"2.1000","0.0592","0.0136"
"2.2000","0.0627","0.0140"
"2.3000","0.0664","0.0144"
"2.4000","0.0699","0.0148"
"2.5000","0.0731","0.0152"
"2.6000","0.0761","0.0155"
"2.7000","0.0792","0.0158"
"2.8000","0.0826","0.0162"
"2.9000","0.0862","0.0167"
"3.0000","0.0898","0.0171"
"3.1000","0.0930","0.0174"
"3.2000","0.0958","0.0177"
"3.3000","0.0986","0.0181"
"3.4000","0.1018","0.0184"
"3.5000","0.1056","0.0187"
"3.6000","0.1091","0.0191"
"3.7000","0.1124","0.0194"
"3.8000","0.1159","0.0199"
"3.9000","0.1196","0.0202"
"4.0000","0.1231","0.0204"
"4.1000","0.1263","0.0205"
"4.2000","0.1293","0.0208"
"4.3000","0.1324","0.0211"
"4.4000","0.1358","0.0216"
"4.5000","0.1395","0.0219"
"4.6000","0.1431","0.0221"
"4.7000","0.1461","0.0224"
"4.8000","0.1490","0.0226"
"4.9000","0.1519","0.0229"
"5.0000","0.1554","0.0232"
"5.1000","0.1591","0.0235"
"5.2000","0.1624","0.0237"
"5.3000","0.1657","0.0240"
"5.4000","0.1694","0.0243"
"5.5000","0.1730","0.0245"
"5.6000","0.1762","0.0247"
"5.7000","0.1793","0.0249"
"5.8000","0.1824","0.0251"
"5.9000","0.1856","0.0254"
"6.0000","0.1893","0.0257"
"6.1000","0.1932","0.0260"
"6.2000","0.1965","0.0262"
"6.3000","0.1994","0.0264"
"6.4000","0.2022","0.0265"
"6.5000","0.2053","0.0267"
"6.6000","0.2090","0.0270"
"6.7000","0.2127","0.0272"
"6.8000","0.2159","0.0274"
"6.9000","0.2192","0.0276"
"7.0000","0.2227","0.0278"
"7.1000","0.2263","0.0280"
"7.2000","0.2297","0.0282"
"7.3000","0.2328","0.0284"
"7.4000","0.2359","0.0286"
"7.5000","0.2392","0.0288"
"7.6000","0.2429","0.0290"
"7.7000","0.2465","0.0293"
"7.8000","0.2496","0.0294"
"7.9000","0.2524","0.0295"
"8.0000","0.2551","0.0297"
"8.1000","0.2583","0.0299"
"8.2000","0.2619","0.0302"
"8.3000","0.2656","0.0303"
"8.4000","0.2690","0.0306"
"8.5000","0.2726","0.0308"
"8.6000","0.2763","0.0310"
"8.7000","0.2797","0.0312"
"8.8000","0.2829","0.0314"
"8.9000","0.2860","0.0315"
"9.0000","0.2892","0.0317"
"9.1000","0.2927","0.0320"
"9.2000","0.2963","0.0322"
"9.3000","0.2998","0.0324"
"9.4000","0.3027","0.0326"
"9.5000","0.3055","0.0327"
"9.6000","0.3085","0.0330"
"9.7000","0.3120","0.0332"
"9.8000","0.3159","0.0335"
"9.9000","0.3193","0.0336"
"10.0000","0.3226","0.0339"
"10.1000","0.3262","0.0341"
"10.2000","0.3298","0.0343"
"10.3000","0.3332","0.0345"
"10.4000","0.3361","0.0346"
"10.5000","0.3390","0.0348"
"10.6000","0.3422","0.0350"
"10.7000","0.3458","0.0353"
"10.8000","0.3496","0.0367"
"10.9000","0.3529","0.0380"
"11.0000","0.3558","0.0389"
"11.1000","0.3587","0.0399"
"11.2000","0.3619","0.0409"
"11.3000","0.3656","0.0421"
"11.4000","0.3693","0.0432"
"11.5000","0.3727","0.0441"
"11.6000","0.3763","0.0450"
