Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0001","0.0000"
"0.2000","0.0005","0.0000"
"0.3000","0.0011","0.0000"
"0.4000","0.0024","0.0000"
"0.5000","0.0047","0.0000"
"0.6000","0.0064","0.0000"
"0.7000","0.0091","0.0000"
"0.8000","0.0133","0.0000"
"0.9000","0.0173","0.0000"
"1.0000","0.0210","0.0000"
"1.1000","0.0244","0.0000"
"1.2000","0.0276","0.0000"
"1.3000","0.0307","0.0000"
"1.4000","0.0339","0.0000"
"1.5000","0.0376","0.0000"
"1.6000","0.0416","0.0000"
"1.7000","0.0452","0.0000"
"1.8000","0.0483","0.0000"
"1.9000","0.0511","0.0000"
"2.0000","0.0542","0.0000"
"2.1000","0.0577","0.0000"
"2.2000","0.0613","0.0000"
"2.3000","0.0648","0.0000"
"2.4000","0.0682","0.0000"
"2.5000","0.0719","0.0000"
"2.6000","0.0754","0.0000"
"2.7000","0.0786","0.0000"
"2.8000","0.0818","0.0000"
"2.9000","0.0848","0.0000"
"3.0000","0.0882","0.0000"
"3.1000","0.0917","0.0000"
"3.2000","0.0953","0.0000"
"3.3000","0.0985","0.0000"
"3.4000","0.1013","0.0000"
"3.5000","0.1042","0.0000"
"3.6000","0.1075","0.0000"
"3.7000","0.1112","0.0000"
"3.8000","0.1147","0.0000"
"3.9000","0.1181","0.0000"
"4.0000","0.1217","0.0000"
"4.1000","0.1254","0.0000"
"4.2000","0.1289","0.0000"
"4.3000","0.1319","0.0000"
"4.4000","0.1349","0.0000"
"4.5000","0.1380","0.0000"
"4.6000","0.1415","0.0000"
"4.7000","0.1452","0.0000"
"4.8000","0.1486","0.0000"
"4.9000","0.1516","0.0000"
"5.0000","0.1545","0.0000"
"5.1000","0.1575","0.0000"
"5.2000","0.1610","0.0000"
"5.3000","0.1646","0.0000"
"5.4000","0.1680","0.0000"
"5.5000","0.1712","0.0000"
"5.6000","0.1746","0.0000"
"5.7000","0.1783","0.0000"
"5.8000","0.1817","0.0000"
"5.9000","0.1849","0.0000"
"6.0000","0.1879","0.0000"
"6.1000","0.1912","0.0000"
"6.2000","0.1948","0.0000"
"6.3000","0.1985","0.0000"
"6.4000","0.2020","0.0000"
"6.5000","0.2049","0.0000"
"6.6000","0.2078","0.0000"
"6.7000","0.2109","0.0000"
"6.8000","0.2145","0.0000"
"6.9000","0.2182","0.0000"
"7.0000","0.2217","0.0000"
"7.1000","0.2252","0.0000"
"7.2000","0.2289","0.0000"
"7.3000","0.2324","0.0000"
"7.4000","0.2357","0.0000"
"7.5000","0.2387","0.0000"
"7.6000","0.2418","0.0000"
"7.7000","0.2451","0.0000"
"7.8000","0.2488","0.0000"
"7.9000","0.2524","0.0000"
"8.0000","0.2553","0.0000"
"8.1000","0.2579","0.0000"
"8.2000","0.2608","0.0000"
"8.3000","0.2641","0.0000"
"8.4000","0.2679","0.0000"
"8.5000","0.2713","0.0000"
"8.6000","0.2746","0.0000"
"8.7000","0.2781","0.0000"
"8.8000","0.2817","0.0000"
"8.9000","0.2851","0.0002"
"9.0000","0.2883","0.0022"
"9.1000","0.2913","0.0045"
"9.2000","0.2945","0.0074"
"9.3000","0.2980","0.0103"
"9.4000","0.3016","0.0136"
"9.5000","0.3051","0.0167"
"9.6000","0.3081","0.0192"
"9.7000","0.3109","0.0216"
"9.8000","0.3139","0.0239"
"9.9000","0.3174","0.0264"
"10.0000","0.3211","0.0284"
"10.1000","0.3245","0.0297"
"10.2000","0.3280","0.0305"
"10.3000","0.3318","0.0312"
"10.4000","0.3354","0.0318"
"10.5000","0.3386","0.0323"
"10.6000","0.3418","0.0328"
"10.7000","0.3450","0.0333"
"10.8000","0.3484","0.0338"
"10.9000","0.3520","0.0344"
"11.0000","0.3556","0.0349"
"11.1000","0.3587","0.0353"
"11.2000","0.3615","0.0357"
"11.3000","0.3643","0.0361"
"11.4000","0.3675","0.0366"
"11.5000","0.3711","0.0371"
"11.6000","0.3746","0.0376"
