Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0004","0.0000"
"0.2000","0.0058","0.0001"
"0.3000","0.0140","0.0003"
"0.4000","0.0217","0.0005"
"0.5000","0.0313","0.0007"
"0.6000","0.0383","0.0009"
"0.7000","0.0465","0.0011"
"0.8000","0.0550","0.0013"
"0.9000","0.0640","0.0015"
"1.0000","0.0719","0.0017"
"1.1000","0.0805","0.0020"
"1.2000","0.0879","0.0021"
"1.3000","0.0960","0.0024"
"1.4000","0.1051","0.0026"
"1.5000","0.1151","0.0029"
"1.6000","0.1226","0.0031"
"1.7000","0.1310","0.0033"
"1.8000","0.1387","0.0035"
"1.9000","0.1458","0.0037"
"2.0000","0.1544","0.0040"
"2.1000","0.1637","0.0042"
"2.2000","0.1721","0.0045"
"2.3000","0.1805","0.0047"
"2.4000","0.1889","0.0050"
"2.5000","0.1961","0.0052"
"2.6000","0.2048","0.0055"
"2.7000","0.2144","0.0058"
"2.8000","0.2227","0.0061"
"2.9000","0.2301","0.0063"
"3.0000","0.2390","0.0066"
"3.1000","0.2462","0.0069"
"3.2000","0.2544","0.0072"
"3.3000","0.2629","0.0075"
"3.4000","0.2723","0.0078"
"3.5000","0.2803","0.0081"
"3.6000","0.2894","0.0084"
"3.7000","0.2968","0.0086"
"3.8000","0.3050","0.0089"
"3.9000","0.3140","0.0093"
"4.0000","0.3233","0.0096"
"4.1000","0.3308","0.0099"
"4.2000","0.3393","0.0102"
"4.3000","0.3470","0.0105"
"4.4000","0.3545","0.0108"
"4.5000","0.3633","0.0111"
"4.6000","0.3725","0.0115"
"4.7000","0.3807","0.0118"
"4.8000","0.3886","0.0121"
"4.9000","0.3970","0.0124"
"5.0000","0.4040","0.0127"
"5.1000","0.4126","0.0130"
"5.2000","0.4217","0.0134"
"5.3000","0.4310","0.0138"
"5.4000","0.4392","0.0141"
"5.5000","0.4481","0.0144"
"5.6000","0.4549","0.0147"
"5.7000","0.4633","0.0151"
"5.8000","0.4722","0.0154"
"5.9000","0.4810","0.0158"
"6.0000","0.4890","0.0161"
"6.1000","0.4983","0.0165"
"6.2000","0.5054","0.0168"
"6.3000","0.5131","0.0171"
"6.4000","0.5217","0.0174"
"6.5000","0.5312","0.0179"
"6.6000","0.5390","0.0182"
"6.7000","0.5474","0.0185"
"6.8000","0.5549","0.0188"
"6.9000","0.5621","0.0191"
"7.0000","0.5710","0.0195"
"7.1000","0.5807","0.0199"
"7.2000","0.5888","0.0203"
"7.3000","0.5967","0.0206"
"7.4000","0.6056","0.0210"
"7.5000","0.6129","0.0213"
"7.6000","0.6220","0.0217"
"7.7000","0.6318","0.0221"
"7.8000","0.6400","0.0224"
"7.9000","0.6476","0.0228"
"8.0000","0.6565","0.0232"
"8.1000","0.6632","0.0234"
"8.2000","0.6715","0.0238"
"8.3000","0.6799","0.0242"
"8.4000","0.6889","0.0246"
"8.5000","0.6969","0.0249"
"8.6000","0.7060","0.0253"
"8.7000","0.7131","0.0256"
"8.8000","0.7208","0.0259"
"8.9000","0.7299","0.0264"
"9.0000","0.7397","0.0268"
"9.1000","0.7474","0.0272"
"9.2000","0.7561","0.0275"
"9.3000","0.7637","0.0279"
"9.4000","0.7710","0.0282"
"9.5000","0.7797","0.0286"
"9.6000","0.7892","0.0291"
"9.7000","0.7975","0.0294"
"9.8000","0.8054","0.0298"
"9.9000","0.8141","0.0302"
"10.0000","0.8212","0.0305"
"10.1000","0.8300","0.0310"
"10.2000","0.8394","0.0315"
"10.3000","0.8477","0.0319"
"10.4000","0.8554","0.0322"
"10.5000","0.8644","0.0326"
"10.6000","0.8713","0.0330"
"10.7000","0.8795","0.0334"
"10.8000","0.8880","0.0338"
"10.9000","0.8973","0.0343"
"11.0000","0.9056","0.0347"
"11.1000","0.9151","0.0352"
"11.2000","0.9220","0.0355"
"11.3000","0.9296","0.0358"
"11.4000","0.9387","0.0363"
"11.5000","0.9484","0.0368"
"11.6000","0.9561","0.0372"
