Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0001","0.0000"
"0.2000","0.0004","0.0000"
"0.3000","0.0010","0.0000"
"0.4000","0.0034","0.0000"
"0.5000","0.0059","0.0000"
"0.6000","0.0089","0.0000"
"0.7000","0.0122","0.0000"
"0.8000","0.0155","0.0000"
"0.9000","0.0188","0.0000"
"1.0000","0.0224","0.0000"
"1.1000","0.0262","0.0000"
"1.2000","0.0299","0.0000"
"1.3000","0.0333","0.0000"
"1.4000","0.0365","0.0000"
"1.5000","0.0398","0.0000"
"1.6000","0.0433","0.0000"
"1.7000","0.0470","0.0000"
"1.8000","0.0505","0.0000"
"1.9000","0.0536","0.0000"
"2.0000","0.0564","0.0000"
"2.1000","0.0594","0.0000"
"2.2000","0.0631","0.0000"
"2.3000","0.0669","0.0000"
"2.4000","0.0704","0.0000"
"2.5000","0.0740","0.0000"
"2.6000","0.0776","0.0000"
"2.7000","0.0811","0.0000"
"2.8000","0.0843","0.0000"
"2.9000","0.0873","0.0000"
"3.0000","0.0903","0.0000"
"3.1000","0.0935","0.0000"
"3.2000","0.0972","0.0000"
"3.3000","0.1007","0.0000"
"3.4000","0.1038","0.0000"
"3.5000","0.1066","0.0000"
"3.6000","0.1095","0.0000"
"3.7000","0.1127","0.0000"
"3.8000","0.1164","0.0000"
"3.9000","0.1198","0.0000"
"4.0000","0.1230","0.0000"
"4.1000","0.1265","0.0000"
"4.2000","0.1302","0.0000"
"4.3000","0.1338","0.0000"
"4.4000","0.1372","0.0000"
"4.5000","0.1402","0.0000"
"4.6000","0.1434","0.0000"
"4.7000","0.1468","0.0000"
"4.8000","0.1506","0.0000"
"4.9000","0.1540","0.0000"
"5.0000","0.1569","0.0000"
"5.1000","0.1597","0.0000"
"5.2000","0.1627","0.0000"
"5.3000","0.1662","0.0000"
"5.4000","0.1699","0.0000"
"5.5000","0.1734","0.0000"
"5.6000","0.1769","0.0000"
"5.7000","0.1807","0.0000"
"5.8000","0.1841","0.0000"
"5.9000","0.1874","0.0000"
"6.0000","0.1904","0.0000"
"6.1000","0.1935","0.0000"
"6.2000","0.1967","0.0000"
"6.3000","0.2003","0.0000"
"6.4000","0.2040","0.0000"
"6.5000","0.2072","0.0000"
"6.6000","0.2101","0.0000"
"6.7000","0.2129","0.0000"
"6.8000","0.2161","0.0000"
"6.9000","0.2197","0.0000"
"7.0000","0.2232","0.0000"
"7.1000","0.2267","0.0000"
"7.2000","0.2301","0.0000"
"7.3000","0.2338","0.0000"
"7.4000","0.2375","0.0000"
"7.5000","0.2408","0.0000"
"7.6000","0.2439","0.0000"
"7.7000","0.2469","0.0000"
"7.8000","0.2502","0.0000"
"7.9000","0.2538","0.0000"
"8.0000","0.2575","0.0000"
"8.1000","0.2605","0.0000"
"8.2000","0.2633","0.0000"
"8.3000","0.2663","0.0000"
"8.4000","0.2696","0.0000"
"8.5000","0.2733","0.0000"
"8.6000","0.2767","0.0000"
"8.7000","0.2800","0.0001"
"8.8000","0.2835","0.0001"
"8.9000","0.2871","0.0000"
"9.0000","0.2904","0.0001"
"9.1000","0.2936","0.0001"
"9.2000","0.2968","0.0002"
"9.3000","0.3002","0.0002"
"9.4000","0.3038","0.0002"
"9.5000","0.3075","0.0003"
"9.6000","0.3108","0.0003"
"9.7000","0.3136","0.0003"
"9.8000","0.3164","0.0002"
"9.9000","0.3194","0.0001"
"10.0000","0.3229","0.0002"
"10.1000","0.3265","0.0001"
"10.2000","0.3297","0.0001"
"10.3000","0.3331","0.0001"
"10.4000","0.3368","0.0001"
"10.5000","0.3404","0.0001"
"10.6000","0.3439","0.0001"
"10.7000","0.3470","0.0001"
"10.8000","0.3502","0.0002"
"10.9000","0.3536","0.0004"
"11.0000","0.3573","0.0004"
"11.1000","0.3609","0.0006"
"11.2000","0.3641","0.0007"
"11.3000","0.3668","0.0009"
"11.4000","0.3696","0.0010"
"11.5000","0.3728","0.0005"
"11.6000","0.3765","0.0004"
