Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0001","0.0000"
"0.2000","0.0005","0.0000"
"0.3000","0.0012","0.0000"
"0.4000","0.0025","0.0000"
"0.5000","0.0047","0.0000"
"0.6000","0.0069","0.0000"
"0.7000","0.0103","0.0000"
"0.8000","0.0139","0.0000"
"0.9000","0.0177","0.0000"
"1.0000","0.0214","0.0000"
"1.1000","0.0248","0.0000"
"1.2000","0.0280","0.0000"
"1.3000","0.0311","0.0000"
"1.4000","0.0344","0.0000"
"1.5000","0.0381","0.0000"
"1.6000","0.0419","0.0000"
"1.7000","0.0453","0.0000"
"1.8000","0.0482","0.0000"
"1.9000","0.0511","0.0000"
"2.0000","0.0546","0.0000"
"2.1000","0.0583","0.0000"
"2.2000","0.0618","0.0000"
"2.3000","0.0653","0.0000"
"2.4000","0.0690","0.0000"
"2.5000","0.0726","0.0000"
"2.6000","0.0759","0.0000"
"2.7000","0.0790","0.0000"
"2.8000","0.0820","0.0000"
"2.9000","0.0852","0.0000"
"3.0000","0.0888","0.0000"
"3.1000","0.0926","0.0000"
"3.2000","0.0960","0.0000"
"3.3000","0.0988","0.0000"
"3.4000","0.1015","0.0000"
"3.5000","0.1045","0.0000"
"3.6000","0.1078","0.0000"
"3.7000","0.1115","0.0000"
"3.8000","0.1148","0.0000"
"3.9000","0.1181","0.0000"
"4.0000","0.1216","0.0000"
"4.1000","0.1251","0.0000"
"4.2000","0.1285","0.0000"
"4.3000","0.1318","0.0000"
"4.4000","0.1349","0.0000"
"4.5000","0.1383","0.0000"
"4.6000","0.1419","0.0000"
"4.7000","0.1455","0.0000"
"4.8000","0.1488","0.0000"
"4.9000","0.1517","0.0000"
"5.0000","0.1546","0.0000"
"5.1000","0.1577","0.0000"
"5.2000","0.1616","0.0000"
"5.3000","0.1653","0.0000"
"5.4000","0.1687","0.0000"
"5.5000","0.1722","0.0000"
"5.6000","0.1757","0.0000"
"5.7000","0.1790","0.0000"
"5.8000","0.1822","0.0000"
"5.9000","0.1852","0.0000"
"6.0000","0.1884","0.0000"
"6.1000","0.1919","0.0000"
"6.2000","0.1955","0.0000"
"6.3000","0.1989","0.0000"
"6.4000","0.2020","0.0000"
"6.5000","0.2048","0.0000"
"6.6000","0.2079","0.0000"
"6.7000","0.2113","0.0000"
"6.8000","0.2151","0.0000"
"6.9000","0.2185","0.0000"
"7.0000","0.2218","0.0000"
"7.1000","0.2253","0.0000"
"7.2000","0.2290","0.0000"
"7.3000","0.2323","0.0000"
"7.4000","0.2355","0.0000"
"7.5000","0.2385","0.0000"
"7.6000","0.2416","0.0000"
"7.7000","0.2451","0.0000"
"7.8000","0.2487","0.0000"
"7.9000","0.2522","0.0000"
"8.0000","0.2551","0.0000"
"8.1000","0.2579","0.0000"
"8.2000","0.2610","0.0000"
"8.3000","0.2647","0.0000"
"8.4000","0.2684","0.0000"
"8.5000","0.2718","0.0000"
"8.6000","0.2753","0.0000"
"8.7000","0.2791","0.0000"
"8.8000","0.2824","0.0000"
"8.9000","0.2856","0.0000"
"9.0000","0.2886","0.0000"
"9.1000","0.2917","0.0000"
"9.2000","0.2950","0.0000"
"9.3000","0.2987","0.0000"
"9.4000","0.3024","0.0000"
"9.5000","0.3056","0.0000"
"9.6000","0.3085","0.0000"
"9.7000","0.3113","0.0000"
"9.8000","0.3146","0.0000"
"9.9000","0.3182","0.0000"
"10.0000","0.3217","0.0000"
"10.1000","0.3249","0.0000"
"10.2000","0.3283","0.0000"
"10.3000","0.3319","0.0000"
"10.4000","0.3354","0.0000"
"10.5000","0.3386","0.0000"
"10.6000","0.3417","0.0000"
"10.7000","0.3450","0.0000"
"10.8000","0.3485","0.0000"
"10.9000","0.3523","0.0000"
"11.0000","0.3559","0.0000"
"11.1000","0.3589","0.0000"
"11.2000","0.3617","0.0000"
"11.3000","0.3646","0.0000"
"11.4000","0.3681","0.0000"
"11.5000","0.3719","0.0000"
"11.6000","0.3754","0.0000"
