Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0002","0.0000"
"0.2000","0.0006","0.0000"
"0.3000","0.0014","0.0000"
"0.4000","0.0029","0.0000"
"0.5000","0.0048","0.0000"
"0.6000","0.0065","0.0000"
"0.7000","0.0095","0.0000"
"0.8000","0.0136","0.0000"
"0.9000","0.0179","0.0000"
"1.0000","0.0222","0.0000"
"1.1000","0.0262","0.0000"
"1.2000","0.0293","0.0000"
"1.3000","0.0321","0.0000"
"1.4000","0.0348","0.0000"
"1.5000","0.0379","0.0000"
"1.6000","0.0413","0.0000"
"1.7000","0.0447","0.0000"
"1.8000","0.0482","0.0000"
"1.9000","0.0519","0.0000"
"2.0000","0.0557","0.0000"
"2.1000","0.0592","0.0000"
"2.2000","0.0625","0.0000"
"2.3000","0.0657","0.0000"
"2.4000","0.0690","0.0000"
"2.5000","0.0726","0.0000"
"2.6000","0.0762","0.0000"
"2.7000","0.0796","0.0000"
"2.8000","0.0826","0.0000"
"2.9000","0.0854","0.0000"
"3.0000","0.0885","0.0000"
"3.1000","0.0920","0.0000"
"3.2000","0.0956","0.0000"
"3.3000","0.0989","0.0000"
"3.4000","0.1025","0.0000"
"3.5000","0.1062","0.0000"
"3.6000","0.1096","0.0000"
"3.7000","0.1128","0.0000"
"3.8000","0.1159","0.0001"
"3.9000","0.1190","0.0000"
"4.0000","0.1225","0.0002"
"4.1000","0.1262","0.0005"
"4.2000","0.1297","0.0006"
"4.3000","0.1327","0.0008"
"4.4000","0.1355","0.0008"
"4.5000","0.1385","0.0010"
"4.6000","0.1419","0.0011"
"4.7000","0.1456","0.0011"
"4.8000","0.1491","0.0016"
"4.9000","0.1524","0.0021"
"5.0000","0.1559","0.0030"
"5.1000","0.1595","0.0036"
"5.2000","0.1630","0.0046"
"5.3000","0.1661","0.0055"
"5.4000","0.1692","0.0059"
"5.5000","0.1723","0.0068"
"5.6000","0.1757","0.0081"
"5.7000","0.1793","0.0098"
"5.8000","0.1828","0.0115"
"5.9000","0.1858","0.0138"
"6.0000","0.1885","0.0158"
"6.1000","0.1916","0.0185"
"6.2000","0.1951","0.0213"
"6.3000","0.1988","0.0234"
"6.4000","0.2023","0.0262"
"6.5000","0.2058","0.0297"
"6.6000","0.2095","0.0333"
"6.7000","0.2130","0.0375"
"6.8000","0.2161","0.0410"
"6.9000","0.2191","0.0440"
"7.0000","0.2222","0.0466"
"7.1000","0.2255","0.0513"
"7.1930","0.2288","0.0563"
"7.2850","0.2322","0.0613"
"7.3850","0.2356","0.0659"
"7.4850","0.2386","0.0699"
"7.5850","0.2415","0.0737"
"7.6850","0.2446","0.0786"
"7.7790","0.2480","0.0837"
"7.8630","0.2510","0.0887"
"7.9580","0.2541","0.0937"
"8.0580","0.2573","0.0983"
"8.1350","0.2599","0.1034"
"8.2190","0.2629","0.1084"
"8.3190","0.2664","0.1118"
"8.4190","0.2698","0.1167"
"8.5000","0.2723","0.1217"
"8.5860","0.2750","0.1268"
"8.6690","0.2778","0.1318"
"8.7510","0.2808","0.1368"
"8.8080","0.2829","0.1418"
"8.8700","0.2852","0.1469"
"8.9490","0.2878","0.1519"
"9.0260","0.2901","0.1570"
"9.1220","0.2928","0.1620"
"9.1990","0.2950","0.1670"
"9.2660","0.2972","0.1720"
"9.3200","0.2992","0.1771"
"9.3750","0.3014","0.1822"
"9.4360","0.3036","0.1872"
"9.4960","0.3057","0.1922"
"9.5520","0.3076","0.1973"
"9.6150","0.3098","0.2023"
"9.6770","0.3120","0.2074"
"9.7370","0.3140","0.2125"
"9.8020","0.3164","0.2175"
"9.8620","0.3184","0.2225"
"9.9290","0.3206","0.2275"
"10.0010","0.3228","0.2326"
"10.0710","0.3248","0.2376"
"10.1370","0.3268","0.2427"
"10.1980","0.3287","0.2478"
"10.2520","0.3306","0.2528"
"10.3070","0.3326","0.2578"
"10.3670","0.3347","0.2628"
"10.4240","0.3367","0.2679"
"10.4830","0.3386","0.2730"
