Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0001","0.0000"
"0.2000","0.0004","0.0000"
"0.3000","0.0011","0.0000"
"0.4000","0.0035","0.0000"
"0.5000","0.0063","0.0000"
"0.6000","0.0092","0.0000"
"0.7000","0.0124","0.0000"
"0.8000","0.0159","0.0000"
"0.9000","0.0195","0.0000"
"1.0000","0.0229","0.0000"
"1.1000","0.0262","0.0000"
"1.2000","0.0295","0.0000"
"1.3000","0.0330","0.0000"
"1.4000","0.0369","0.0000"
"1.5000","0.0407","0.0000"
"1.6000","0.0440","0.0000"
"1.7000","0.0468","0.0000"
"1.8000","0.0498","0.0000"
"1.9000","0.0533","0.0000"
"2.0000","0.0571","0.0000"
"2.1000","0.0606","0.0000"
"2.2000","0.0640","0.0000"
"2.3000","0.0676","0.0000"
"2.4000","0.0713","0.0000"
"2.5000","0.0746","0.0000"
"2.6000","0.0776","0.0000"
"2.7000","0.0804","0.0000"
"2.8000","0.0835","0.0000"
"2.9000","0.0871","0.0000"
"3.0000","0.0906","0.0000"
"3.1000","0.0938","0.0000"
"3.2000","0.0966","0.0000"
"3.3000","0.0994","0.0000"
"3.4000","0.1025","0.0000"
"3.5000","0.1060","0.0000"
"3.6000","0.1097","0.0000"
"3.7000","0.1131","0.0000"
"3.8000","0.1166","0.0000"
"3.9000","0.1202","0.0000"
"4.0000","0.1240","0.0000"
"4.1000","0.1274","0.0000"
"4.2000","0.1304","0.0000"
"4.3000","0.1334","0.0000"
"4.4000","0.1367","0.0000"
"4.5000","0.1403","0.0000"
"4.6000","0.1439","0.0000"
"4.7000","0.1471","0.0000"
"4.8000","0.1500","0.0000"
"4.9000","0.1529","0.0000"
"5.0000","0.1562","0.0000"
"5.1000","0.1600","0.0000"
"5.2000","0.1636","0.0000"
"5.3000","0.1671","0.0000"
"5.4000","0.1708","0.0000"
"5.5000","0.1743","0.0000"
"5.6000","0.1774","0.0000"
"5.7000","0.1806","0.0000"
"5.8000","0.1836","0.0000"
"5.9000","0.1868","0.0000"
"6.0000","0.1904","0.0000"
"6.1000","0.1942","0.0000"
"6.2000","0.1977","0.0000"
"6.3000","0.2006","0.0000"
"6.4000","0.2033","0.0000"
"6.5000","0.2064","0.0000"
"6.6000","0.2098","0.0000"
"6.7000","0.2135","0.0000"
"6.8000","0.2168","0.0000"
"6.9000","0.2201","0.0000"
"7.0000","0.2237","0.0000"
"7.1000","0.2274","0.0000"
"7.2000","0.2308","0.0000"
"7.3000","0.2341","0.0000"
"7.4000","0.2372","0.0000"
"7.5000","0.2405","0.0000"
"7.6000","0.2440","0.0000"
"7.7000","0.2476","0.0000"
"7.8000","0.2508","0.0000"
"7.9000","0.2535","0.0000"
"8.0000","0.2561","0.0000"
"8.1000","0.2591","0.0000"
"8.2000","0.2626","0.0000"
"8.3000","0.2662","0.0000"
"8.4000","0.2696","0.0000"
"8.5000","0.2732","0.0000"
"8.6000","0.2770","0.0000"
"8.7000","0.2807","0.0000"
"8.8000","0.2840","0.0000"
"8.9000","0.2871","0.0000"
"9.0000","0.2902","0.0000"
"9.1000","0.2937","0.0000"
"9.2000","0.2974","0.0000"
"9.3000","0.3011","0.0000"
"9.4000","0.3042","0.0000"
"9.5000","0.3068","0.0000"
"9.6000","0.3097","0.0000"
"9.7000","0.3130","0.0000"
"9.8000","0.3167","0.0000"
"9.9000","0.3201","0.0000"
"10.0000","0.3234","0.0000"
"10.1000","0.3268","0.0000"
"10.2000","0.3305","0.0000"
"10.3000","0.3340","0.0000"
"10.4000","0.3373","0.0000"
"10.5000","0.3403","0.0000"
"10.6000","0.3434","0.0000"
"10.7000","0.3469","0.0000"
"10.8000","0.3505","0.0000"
"10.9000","0.3539","0.0000"
"11.0000","0.3570","0.0000"
"11.1000","0.3598","0.0000"
"11.2000","0.3629","0.0000"
"11.3000","0.3666","0.0000"
"11.4000","0.3704","0.0000"
"11.5000","0.3740","0.0000"
"11.6000","0.3775","0.0000"
