Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1000","0.0001","0.0000"
"0.2000","0.0004","0.0000"
"0.3000","0.0011","0.0000"
"0.4000","0.0024","0.0000"
"0.5000","0.0047","0.0000"
"0.6000","0.0071","0.0000"
"0.7000","0.0105","0.0000"
"0.8000","0.0142","0.0000"
"0.9000","0.0178","0.0000"
"1.0000","0.0210","0.0000"
"1.1000","0.0240","0.0000"
"1.2000","0.0270","0.0000"
"1.3000","0.0304","0.0000"
"1.4000","0.0342","0.0000"
"1.5000","0.0379","0.0000"
"1.6000","0.0415","0.0000"
"1.7000","0.0452","0.0000"
"1.8000","0.0488","0.0000"
"1.9000","0.0522","0.0000"
"2.0000","0.0553","0.0000"
"2.1000","0.0584","0.0000"
"2.2000","0.0615","0.0000"
"2.3000","0.0650","0.0000"
"2.4000","0.0686","0.0000"
"2.5000","0.0720","0.0000"
"2.6000","0.0750","0.0000"
"2.7000","0.0778","0.0000"
"2.8000","0.0809","0.0000"
"2.9000","0.0845","0.0000"
"3.0000","0.0882","0.0000"
"3.1000","0.0916","0.0000"
"3.2000","0.0951","0.0000"
"3.3000","0.0989","0.0000"
"3.4000","0.1023","0.0000"
"3.5000","0.1054","0.0000"
"3.6000","0.1085","0.0000"
"3.7000","0.1115","0.0000"
"3.8000","0.1149","0.0000"
"3.9000","0.1186","0.0000"
"4.0000","0.1223","0.0000"
"4.1000","0.1254","0.0000"
"4.2000","0.1283","0.0000"
"4.3000","0.1312","0.0000"
"4.4000","0.1344","0.0000"
"4.5000","0.1381","0.0000"
"4.6000","0.1416","0.0000"
"4.7000","0.1448","0.0000"
"4.8000","0.1482","0.0000"
"4.9000","0.1517","0.0000"
"5.0000","0.1552","0.0000"
"5.1000","0.1585","0.0000"
"5.2000","0.1616","0.0000"
"5.3000","0.1649","0.0000"
"5.4000","0.1684","0.0000"
"5.5000","0.1721","0.0000"
"5.6000","0.1757","0.0000"
"5.7000","0.1787","0.0000"
"5.8000","0.1815","0.0000"
"5.9000","0.1845","0.0000"
"6.0000","0.1880","0.0000"
"6.1000","0.1919","0.0000"
"6.2000","0.1954","0.0001"
"6.3000","0.1987","0.0005"
"6.4000","0.2023","0.0001"
"6.5000","0.2060","0.0003"
"6.6000","0.2093","0.0011"
"6.7000","0.2122","0.0019"
"6.8000","0.2151","0.0025"
"6.9000","0.2183","0.0034"
"7.0000","0.2218","0.0048"
"7.1000","0.2253","0.0066"
"7.2000","0.2284","0.0089"
"7.3000","0.2313","0.0110"
"7.4000","0.2341","0.0134"
"7.5000","0.2372","0.0162"
"7.6000","0.2408","0.0196"
"7.7000","0.2445","0.0223"
"7.8000","0.2479","0.0224"
"7.9000","0.2513","0.0225"
"8.0000","0.2549","0.0274"
"8.1000","0.2586","0.0322"
"8.2000","0.2620","0.0362"
"8.3000","0.2649","0.0395"
"8.4000","0.2679","0.0438"
"8.5000","0.2712","0.0482"
"8.5880","0.2744","0.0532"
"8.6580","0.2770","0.0583"
"8.7300","0.2795","0.0633"
"8.8130","0.2821","0.0683"
"8.9100","0.2849","0.0733"
"9.0100","0.2878","0.0750"
"9.1050","0.2910","0.0801"
"9.1670","0.2934","0.0851"
"9.2360","0.2960","0.0902"
"9.3060","0.2985","0.0952"
"9.3770","0.3010","0.1002"
"9.4760","0.3045","0.1052"
"9.5620","0.3075","0.1102"
"9.6310","0.3097","0.1153"
"9.6960","0.3118","0.1203"
"9.7710","0.3142","0.1254"
"9.8500","0.3166","0.1304"
"9.9480","0.3197","0.1354"
"10.0120","0.3218","0.1404"
"10.0760","0.3241","0.1455"
"10.1310","0.3261","0.1506"
"10.1870","0.3282","0.1556"
"10.2510","0.3305","0.1606"
"10.3170","0.3327","0.1657"
"10.3920","0.3348","0.1707"
"10.4700","0.3370","0.1758"
"10.5430","0.3390","0.1808"
"10.6100","0.3411","0.1858"
"10.6720","0.3433","0.1909"
"10.7350","0.3456","0.1959"
"10.7930","0.3477","0.2009"
