Time,Force,Flexure displacement,Flexure stress
(s),(N),(mm),(MPa)
"9.4270","66.9348","6.2497","37.5774"
"9.4390","67.0417","6.2583","37.6374"
"9.4510","67.1442","6.2666","37.6950"
"9.4640","67.2493","6.2751","37.7540"
"9.4790","67.3526","6.2846","37.8120"
"9.4930","67.4549","6.2938","37.8694"
"9.5050","67.5620","6.3021","37.9295"
"9.5160","67.6662","6.3097","37.9880"
"9.5290","67.7701","6.3186","38.0464"
"9.5440","67.8760","6.3282","38.1058"
"9.5580","67.9790","6.3370","38.1637"
"9.5710","68.0837","6.3455","38.2224"
"9.5840","68.1865","6.3543","38.2802"
"9.5970","68.2923","6.3633","38.3395"
"9.6090","68.3981","6.3715","38.3989"
"9.6210","68.5038","6.3795","38.4583"
"9.6340","68.6051","6.3882","38.5151"
"9.6470","68.7064","6.3972","38.5720"
"9.6590","68.8141","6.4058","38.6325"
"9.6700","68.9223","6.4139","38.6932"
"9.6810","69.0259","6.4216","38.7514"
"9.6960","69.1304","6.4316","38.8100"
"9.7110","69.2360","6.4410","38.8694"
"9.7230","69.3383","6.4487","38.9268"
"9.7360","69.4439","6.4572","38.9861"
"9.7510","69.5509","6.4670","39.0461"
"9.7660","69.6553","6.4765","39.1047"
"9.7800","69.7559","6.4851","39.1612"
"9.7940","69.8591","6.4939","39.2192"
"9.8070","69.9662","6.5026","39.2793"
"9.8180","70.0676","6.5104","39.3362"
"9.8290","70.1702","6.5182","39.3938"
"9.8410","70.2737","6.5265","39.4519"
"9.8540","70.3754","6.5351","39.5090"
"9.8690","70.4793","6.5446","39.5674"
"9.8840","70.5861","6.5544","39.6273"
"9.8970","70.6923","6.5631","39.6869"
"9.9090","70.7984","6.5714","39.7465"
"9.9210","70.8995","6.5795","39.8032"
"9.9350","71.0037","6.5889","39.8617"
"9.9490","71.1106","6.5981","39.9217"
"9.9600","71.2142","6.6054","39.9799"
"9.9720","71.3151","6.6134","40.0366"
"9.9870","71.4206","6.6236","40.0958"
"10.0000","71.5209","6.6322","40.1521"
"10.0130","71.6277","6.6405","40.2120"
"10.0260","71.7288","6.6487","40.2688"
"10.0400","71.8298","6.6578","40.3255"
"10.0530","71.9341","6.6666","40.3840"
"10.0640","72.0357","6.6743","40.4411"
"10.0750","72.1361","6.6820","40.4974"
"10.0870","72.2365","6.6903","40.5538"
"10.1010","72.3433","6.6999","40.6138"
"10.1130","72.4449","6.7083","40.6708"
"10.1250","72.5518","6.7167","40.7308"
"10.1370","72.6597","6.7251","40.7914"
"10.1500","72.7625","6.7340","40.8491"
"10.1640","72.8631","6.7429","40.9056"
"10.1790","72.9682","6.7520","40.9646"
"10.1940","73.0704","6.7614","41.0220"
"10.2080","73.1770","6.7708","41.0818"
"10.2200","73.2819","6.7792","41.1407"
"10.2320","73.3852","6.7874","41.1987"
"10.2450","73.4877","6.7959","41.2563"
"10.2600","73.5931","6.8053","41.3154"
"10.2750","73.7002","6.8151","41.3756"
"10.2890","73.8067","6.8246","41.4353"
"10.3000","73.9074","6.8322","41.4919"
"10.3120","74.0134","6.8403","41.5514"
"10.3270","74.1199","6.8500","41.6112"
"10.3420","74.2228","6.8597","41.6689"
"10.3540","74.3249","6.8678","41.7263"
"10.3650","74.4277","6.8754","41.7840"
"10.3770","74.5291","6.8839","41.8409"
"10.3910","74.6351","6.8934","41.9004"
"10.4050","74.7432","6.9027","41.9611"
"10.4170","74.8454","6.9106","42.0185"
"10.4310","74.9457","6.9201","42.0748"
"10.4480","75.0515","6.9316","42.1342"
"10.4590","75.1401","6.9390","42.1839"

