1,Time,Force,Flexure displacement,Flexure stress
,(s),(N),(mm),(MPa)
"","6.7400","5.3210","4.0336","2.9872"
"","6.7600","5.3437","4.0475","3.0000"
"","6.7800","5.3634","4.0609","3.0110"
"","6.8000","5.3802","4.0736","3.0205"
"","6.8200","5.3959","4.0870","3.0293"
"","6.8400","5.4081","4.1014","3.0361"
"","6.8600","5.4344","4.1150","3.0509"
"","6.8800","5.4558","4.1276","3.0629"
"","6.9000","5.4770","4.1408","3.0748"
"","6.9200","5.4964","4.1543","3.0857"
"","6.9400","5.5219","4.1671","3.1000"
"","6.9600","5.5372","4.1798","3.1086"
"","6.9800","5.5568","4.1935","3.1196"
"","7.0000","5.5728","4.2077","3.1286"
"","7.0200","5.5959","4.2212","3.1415"
"","7.0400","5.6264","4.2341","3.1587"
"","7.0600","5.6386","4.2475","3.1655"
"","7.0800","5.6621","4.2618","3.1787"
"","7.1000","5.6824","4.2753","3.1901"
"","7.1200","5.6976","4.2881","3.1986"
"","7.1400","5.7170","4.3013","3.2096"
"","7.1600","5.7526","4.3147","3.2295"
"","7.1800","5.7708","4.3273","3.2398"
"","7.2000","5.7901","4.3399","3.2506"
"","7.2200","5.8092","4.3536","3.2613"
"","7.2400","5.8248","4.3676","3.2701"
"","7.2600","5.8511","4.3808","3.2848"
"","7.2800","5.8633","4.3941","3.2917"
"","7.3000","5.8853","4.4081","3.3040"
"","7.3200","5.9065","4.4218","3.3159"
"","7.3400","5.9199","4.4343","3.3234"
"","7.3600","5.9402","4.4470","3.3348"
"","7.3800","5.9663","4.4606","3.3495"
"","7.4000","5.9885","4.4744","3.3619"
"","7.4200","6.0120","4.4875","3.3752"
"","7.4400","6.0303","4.5008","3.3855"
"","7.4600","6.0594","4.5146","3.4018"
"","7.4800","6.0827","4.5277","3.4148"
"","7.5000","6.0855","4.5401","3.4164"
"","7.5200","6.1035","4.5531","3.4265"
"","7.5400","6.1366","4.5673","3.4451"
"","7.5600","6.1593","4.5817","3.4578"
"","7.5800","6.1773","4.5951","3.4679"
"","7.6000","6.1875","4.6082","3.4737"
"","7.6200","6.2159","4.6215","3.4896"
"","7.6400","6.2370","4.6346","3.5015"
"","7.6600","6.2550","4.6471","3.5116"
"","7.6800","6.2809","4.6604","3.5261"
"","7.7000","6.3023","4.6744","3.5382"
"","7.7200","6.3207","4.6879","3.5485"
"","7.7400","6.3384","4.7007","3.5584"
"","7.7600","6.3552","4.7142","3.5678"
"","7.7800","6.3787","4.7280","3.5810"
"","7.8000","6.4052","4.7409","3.5959"
"","7.8200","6.4256","4.7538","3.6074"
"","7.8400","6.4420","4.7676","3.6166"
"","7.8600","6.4681","4.7818","3.6312"
"","7.8800","6.4781","4.7950","3.6368"
"","7.9000","6.5011","4.8076","3.6497"
"","7.9200","6.5303","4.8205","3.6661"
"","7.9400","6.5496","4.8340","3.6770"
"","7.9600","6.5803","4.8473","3.6942"
"","7.9800","6.5928","4.8605","3.7012"
"","8.0000","6.6114","4.8747","3.7117"
"","8.0200","6.6417","4.8892","3.7287"
"","8.0400","6.6574","4.9024","3.7375"
"","8.0600","6.6739","4.9150","3.7468"
"","8.0800","6.6991","4.9281","3.7609"
"","8.1000","6.7103","4.9415","3.7672"
"","8.1200","6.7294","4.9541","3.7779"
"","8.1400","6.7556","4.9669","3.7926"
"","8.1600","6.7810","4.9807","3.8069"
"","8.1800","6.8074","4.9947","3.8217"
"","8.2000","6.8297","5.0079","3.8342"
"","8.2200","6.8459","5.0212","3.8433"
"","8.2400","6.8711","5.0349","3.8574"
"","8.2600","6.8910","5.0483","3.8686"
"","8.2800","6.9143","5.0606","3.8817"
"","8.3000","6.9354","5.0732","3.8935"
"","8.3200","6.9564","5.0871","3.9053"
"","8.3400","6.9757","5.1012","3.9162"
"","8.3600","7.0030","5.1144","3.9315"
"","8.3800","7.0225","5.1274","3.9424"
"","8.4000","7.0466","5.1406","3.9560"
"","8.4200","7.0651","5.1537","3.9664"
"","8.4400","7.0844","5.1668","3.9772"
"","8.4600","7.1043","5.1808","3.9884"
"","8.4800","7.1394","5.1954","4.0081"
"","8.5000","7.1660","5.2093","4.0230"
"","8.5200","7.1746","5.2218","4.0278"
"","8.5400","7.1917","5.2343","4.0375"
"","8.5600","7.2110","5.2473","4.0483"
"","8.5800","7.2392","5.2603","4.0641"
"","8.6000","7.2555","5.2730","4.0733"
"","8.6200","7.2779","5.2867","4.0859"
"","8.6400","7.3034","5.3014","4.1002"
"","8.6600","7.3266","5.3153","4.1132"
"","8.6800","7.3557","5.3283","4.1295"
"","8.7000","7.3678","5.3415","4.1363"
"","8.7200","7.3868","5.3547","4.1470"
"","8.7400","7.4030","5.3674","4.1561"
"","8.7600","7.4236","5.3801","4.1676"
"","8.7800","7.4564","5.3937","4.1860"
"","8.8000","7.4786","5.4077","4.1985"
"","8.8200","7.5026","5.4210","4.2120"
"","8.8400","7.5223","5.4336","4.2230"
"","8.8600","7.5399","5.4467","4.2329"
"","8.8800","7.5634","5.4603","4.2461"
"","8.9000","7.5876","5.4736","4.2597"
"","8.9200","7.6042","5.4872","4.2690"
"","8.9400","7.6260","5.5016","4.2812"
"","8.9600","7.6529","5.5158","4.2964"
"","8.9800","7.6622","5.5286","4.3016"
"","9.0000","7.6913","5.5412","4.3180"
"","9.0200","7.7086","5.5543","4.3277"
"","9.0400","7.7321","5.5673","4.3408"
"","9.0600","7.7465","5.5799","4.3489"
"","9.0800","7.7702","5.5933","4.3622"
"","9.1000","7.7937","5.6078","4.3754"
"","9.1200","7.8174","5.6220","4.3887"
"","9.1400","7.8359","5.6348","4.3991"
"","9.1600","7.8543","5.6475","4.4094"
"","9.1800","7.8816","5.6609","4.4247"
"","9.2000","7.8975","5.6744","4.4337"
"","9.2200","7.9190","5.6872","4.4457"
"","9.2400","7.9377","5.7007","4.4562"
"","9.2600","7.9505","5.7148","4.4635"
"","9.2800","7.9743","5.7281","4.4768"
"","9.3000","7.9937","5.7403","4.4877"
"","9.3200","8.0117","5.7530","4.4978"
"","9.3400","8.0390","5.7669","4.5131"
"","9.3600","8.0626","5.7807","4.5264"
"","9.3800","8.0843","5.7943","4.5386"
"","9.4000","8.1061","5.8084","4.5508"
"","9.4200","8.1248","5.8227","4.5613"
"","9.4400","8.1334","5.8358","4.5661"
"","9.4600","8.1600","5.8481","4.5810"
"","9.4800","8.1802","5.8609","4.5924"
"","9.5000","8.2010","5.8746","4.6041"
"","9.5200","8.2170","5.8879","4.6131"
"","9.5400","8.2363","5.9006","4.6239"
"","9.5600","8.2547","5.9141","4.6342"
"","9.5800","8.2849","5.9283","4.6512"
"","9.6000","8.3041","5.9414","4.6619"
"","9.6200","8.3201","5.9538","4.6709"
"","9.6400","8.3453","5.9670","4.6851"
"","9.6600","8.3639","5.9808","4.6955"
"","9.6800","8.3872","5.9943","4.7086"
"","9.7000","8.4034","6.0079","4.7177"
"","9.7200","8.4278","6.0216","4.7314"
"","9.7400","8.4449","6.0349","4.7410"
"","9.7600","8.4577","6.0475","4.7482"
"","9.7800","8.4770","6.0602","4.7590"
"","9.8000","8.4957","6.0737","4.7695"
"","9.8200","8.5287","6.0876","4.7881"
"","9.8400","8.5459","6.1009","4.7977"
"","9.8600","8.5659","6.1145","4.8089"
"","9.8800","8.5894","6.1291","4.8221"
"","9.9000","8.6164","6.1432","4.8373"
"","9.9200","8.6291","6.1556","4.8444"
"","9.9400","8.6478","6.1679","4.8549"
"","9.9600","8.6711","6.1810","4.8680"
"","9.9800","8.6838","6.1943","4.8751"
"","10.0000","8.7084","6.2072","4.8890"
"","10.0200","8.7323","6.2205","4.9023"
"","10.0400","8.7507","6.2343","4.9127"
"","10.0600","8.7712","6.2479","4.9242"
"","10.0800","8.7870","6.2607","4.9330"
"","10.1000","8.8076","6.2739","4.9446"
"","10.1200","8.8348","6.2878","4.9599"
"","10.1400","8.8551","6.3014","4.9713"
"","10.1600","8.8663","6.3144","4.9776"
"","10.1800","8.8928","6.3278","4.9925"
"","10.2000","8.9165","6.3414","5.0058"
"","10.2200","8.9320","6.3544","5.0145"
"","10.2400","8.9535","6.3667","5.0265"
"","10.2600","8.9692","6.3800","5.0353"
"","10.2800","8.9896","6.3941","5.0468"
"","10.3000","9.0112","6.4077","5.0589"
"","10.3200","9.0348","6.4210","5.0722"
"","10.3400","9.0517","6.4350","5.0817"
"","10.3600","9.0776","6.4492","5.0962"
"","10.3800","9.0953","6.4623","5.1061"
"","10.4000","9.1157","6.4747","5.1176"
"","10.4200","9.1383","6.4877","5.1303"
"","10.4400","9.1558","6.5013","5.1401"
"","10.4600","9.1755","6.5142","5.1511"
"","10.4800","9.1859","6.5269","5.1570"
"","10.5000","9.2067","6.5404","5.1687"
"","10.5200","9.2271","6.5543","5.1801"
"","10.5400","9.2494","6.5676","5.1926"
"","10.5600","9.2740","6.5805","5.2065"
"","10.5800","9.2974","6.5939","5.2196"
"","10.6000","9.3103","6.6079","5.2268"
"","10.6200","9.3419","6.6214","5.2446"
"","10.6400","9.3589","6.6344","5.2541"
"","10.6600","9.3747","6.6473","5.2630"
"","10.6800","9.3923","6.6603","5.2729"
"","10.7000","9.4075","6.6733","5.2814"
"","10.7200","9.4352","6.6866","5.2970"
"","10.7400","9.4491","6.7006","5.3048"
"","10.7600","9.4593","6.7145","5.3105"
"","10.7800","9.4684","6.7275","5.3156"
"","10.7890","9.4770","6.7333","5.3204"

